"locus_tag","gene_id"
"SAOUHSC_00853","3918984"
"SAOUHSC_00854","3918985"
"SAOUHSC_00855","3918986"
"SAOUHSC_00857","3918987"
"SAOUHSC_00858","3918988"
"SAOUHSC_00859","3918989"
"SAOUHSC_00860","3918990"
"SAOUHSC_00861","3918991"
"SAOUHSC_00862","3918992"
"SAOUHSC_00863","3918993"
"SAOUHSC_00864","3918994"
"SAOUHSC_00865","3918995"
"SAOUHSC_00866","3918996"
"SAOUHSC_00867","3918997"
"SAOUHSC_00868","3918998"
"SAOUHSC_00869","3919216"
"SAOUHSC_00870","3919217"
"SAOUHSC_00871","3919218"
"SAOUHSC_00872","3919219"
"SAOUHSC_00873","3919220"
"SAOUHSC_00874","3919221"
"SAOUHSC_00875","3919222"
"SAOUHSC_00876","3919223"
"SAOUHSC_00877","3919224"
"SAOUHSC_00878","3919225"
"SAOUHSC_00879","3919226"
"SAOUHSC_00880","3919227"
"SAOUHSC_00881","3919228"
"SAOUHSC_00882","3919229"
"SAOUHSC_00883","3919230"
"SAOUHSC_00884","3919231"
"SAOUHSC_00885","3919232"
"SAOUHSC_00886","3919233"
"SAOUHSC_00887","3919234"
"SAOUHSC_00888","3921734"
"SAOUHSC_00889","3921735"
"SAOUHSC_00890","3921736"
"SAOUHSC_00891","3921737"
"SAOUHSC_00892","3921738"
"SAOUHSC_00893","3921739"
"SAOUHSC_00894","3921740"
"SAOUHSC_00895","3921741"
"SAOUHSC_00896","3921742"
"SAOUHSC_00897","3921743"
"SAOUHSC_00898","3921744"
"SAOUHSC_00899","3921745"
"SAOUHSC_00900","3921746"
"SAOUHSC_00901","3921747"
"SAOUHSC_00902","3921748"
"SAOUHSC_00903","3921749"
"SAOUHSC_00904","3921750"
"SAOUHSC_00905","3921751"
"SAOUHSC_00906","3921752"
"SAOUHSC_00907","3921753"
"SAOUHSC_00908","3920795"
"SAOUHSC_00909","3920796"
"SAOUHSC_00910","3920797"
"SAOUHSC_00911","3920798"
"SAOUHSC_00912","3920799"
"SAOUHSC_00913","3920800"
"SAOUHSC_00914","3920801"
"SAOUHSC_00915","3920802"
"SAOUHSC_00916","3920803"
"SAOUHSC_00917","3920804"
"SAOUHSC_00918","3920805"
"SAOUHSC_00919","3920806"
"SAOUHSC_00920","3920807"
"SAOUHSC_00921","3920808"
"SAOUHSC_00922","3920809"
"SAOUHSC_00923","3920810"
"SAOUHSC_00924","3920811"
"SAOUHSC_00925","3920812"
"SAOUHSC_00926","3920813"
"SAOUHSC_00927","3920756"
"SAOUHSC_00928","3920757"
"SAOUHSC_00929","3920758"
"SAOUHSC_00930","3920759"
"SAOUHSC_00931","3920760"
"SAOUHSC_00932","3920761"
"SAOUHSC_00933","3920762"
"SAOUHSC_00934","3920763"
"SAOUHSC_00935","3920764"
"SAOUHSC_00936","3920765"
"SAOUHSC_00937","3920766"
"SAOUHSC_00938","3920767"
"SAOUHSC_00939","3920768"
"SAOUHSC_00940","3920769"
"SAOUHSC_00941","3920770"
"SAOUHSC_00942","3920771"
"SAOUHSC_00943","3920772"
"SAOUHSC_00944","3920773"
"SAOUHSC_00945","3920774"
"SAOUHSC_00946","3920775"
"SAOUHSC_00947","3920658"
"SAOUHSC_00948","3920659"
"SAOUHSC_00949","3920660"
"SAOUHSC_00950","3920661"
"SAOUHSC_00951","3920662"
"SAOUHSC_00952","3920663"
"SAOUHSC_00953","3920664"
"SAOUHSC_00954","3920665"
"SAOUHSC_00955","3920666"
"SAOUHSC_00956","3920667"
"SAOUHSC_00957","3920668"
"SAOUHSC_00958","3920669"
"SAOUHSC_00959","3920670"
"SAOUHSC_00960","3920671"
"gene-SAOUHSC_T00049",NA
"gene-SAOUHSC_T0008",NA
"SAOUHSC_00961","3920672"
"SAOUHSC_00962","3920673"
"SAOUHSC_00963","3920674"
"SAOUHSC_00964","3920675"
"SAOUHSC_00965","3920676"
"SAOUHSC_00966","3920111"
"SAOUHSC_00967","3920112"
"SAOUHSC_00968","3920113"
"SAOUHSC_00969","3920114"
"SAOUHSC_00970","3920115"
"SAOUHSC_00971","3920116"
"SAOUHSC_00972","3920117"
"SAOUHSC_00973","3920118"
"SAOUHSC_00974","3920119"
"SAOUHSC_00975","3920120"
"SAOUHSC_00976","3920121"
"SAOUHSC_00977","3920122"
"SAOUHSC_00978","3920123"
"SAOUHSC_00979","3920124"
"SAOUHSC_00980","3920125"
"SAOUHSC_00981","3920126"
"SAOUHSC_00982","3920127"
"SAOUHSC_00983","3920128"
"SAOUHSC_00984","3920129"
"SAOUHSC_00985","3920130"
"SAOUHSC_00986","3920387"
"SAOUHSC_00987","3920388"
"SAOUHSC_00988","3920389"
"SAOUHSC_00989","3920390"
"SAOUHSC_00991","3920391"
"SAOUHSC_00992","3920392"
"SAOUHSC_00993","3920393"
"SAOUHSC_00994","3920394"
"SAOUHSC_00995","3920395"
"SAOUHSC_00996","3920396"
"SAOUHSC_00997","3920397"
"SAOUHSC_00998","3920398"
"SAOUHSC_00999","3920399"
"SAOUHSC_01000","3920400"
"SAOUHSC_01001","3920401"
"SAOUHSC_01002","3920402"
"SAOUHSC_01003","3920403"
"SAOUHSC_01005","3920404"
"SAOUHSC_01007","3920405"
"SAOUHSC_01008","3920269"
"SAOUHSC_01009","3920270"
"SAOUHSC_01010","3920271"
"SAOUHSC_01011","3920272"
"SAOUHSC_01012","3920273"
"SAOUHSC_01013","3920274"
"SAOUHSC_01014","3920275"
"SAOUHSC_01015","3920276"
"SAOUHSC_01016","3920277"
"SAOUHSC_01017","3920278"
"SAOUHSC_01018","3920279"
"SAOUHSC_01019","3920280"
"SAOUHSC_01021","3920281"
"SAOUHSC_01022","3920282"
"SAOUHSC_01023","3920283"
"SAOUHSC_01024","3920284"
"SAOUHSC_01025","3920285"
"SAOUHSC_01026","3920286"
"SAOUHSC_01027","3920287"
"SAOUHSC_01028","3920288"
"SAOUHSC_01029","3919878"
"SAOUHSC_01030","3919879"
"SAOUHSC_01031","3919880"
"SAOUHSC_01032","3919881"
"SAOUHSC_01034","3919882"
"gene-SAOUHSC_A00992",NA
"SAOUHSC_01035","3919883"
"SAOUHSC_01036","3919884"
"SAOUHSC_01037","3919885"
"SAOUHSC_01038","3919886"
"SAOUHSC_01039","3919887"
"SAOUHSC_01040","3919888"
"SAOUHSC_01041","3919889"
"SAOUHSC_01042","3919890"
"SAOUHSC_01043","3919891"
"SAOUHSC_01044","3919892"
"SAOUHSC_01045","3919893"
"SAOUHSC_01046","3919894"
"SAOUHSC_01047","3919895"
"SAOUHSC_01048","3919896"
"SAOUHSC_01049","3921714"
"SAOUHSC_01050","3921715"
"SAOUHSC_01051","3921716"
"SAOUHSC_01053","3921717"
"SAOUHSC_01054","3921718"
"SAOUHSC_01055","3921719"
"SAOUHSC_01057","3921720"
"SAOUHSC_01058","3921721"
"SAOUHSC_01060","3921722"
"SAOUHSC_01061","3921723"
"SAOUHSC_01062","3921724"
"SAOUHSC_01063","3921725"
"SAOUHSC_01064","3921726"
"SAOUHSC_01065","3921727"
"SAOUHSC_01066","3921728"
"SAOUHSC_01067","3921729"
"SAOUHSC_01068","3921730"
"SAOUHSC_01069","3921731"
"SAOUHSC_01070","3921732"
"SAOUHSC_01071","3921733"
"SAOUHSC_01072","3919235"
"SAOUHSC_01073","3919236"
"SAOUHSC_01074","3919237"
"SAOUHSC_01075","3919238"
"SAOUHSC_01076","3919239"
"SAOUHSC_01077","3919240"
"gene-SAOUHSC_A01041",NA
"SAOUHSC_01078","3919241"
"SAOUHSC_01079","3919242"
"SAOUHSC_01081","3919243"
"SAOUHSC_01082","3919244"
"SAOUHSC_01084","3919245"
"SAOUHSC_01085","3919246"
"SAOUHSC_01086","3919247"
"SAOUHSC_01087","3919248"
"SAOUHSC_01088","3919249"
"SAOUHSC_01089","3919250"
"SAOUHSC_01090","3919251"
"SAOUHSC_01091","3919252"
"SAOUHSC_01092","3919253"
"SAOUHSC_01093","3920736"
"SAOUHSC_01095","3920737"
"SAOUHSC_01096","3920738"
"SAOUHSC_01097","3920739"
"SAOUHSC_01098","3920740"
"SAOUHSC_01099","3920741"
"SAOUHSC_01100","3920742"
"SAOUHSC_01101","3920743"
"SAOUHSC_01102","3920744"
"SAOUHSC_01103","3920745"
"SAOUHSC_01104","3920746"
"SAOUHSC_01105","3920747"
"SAOUHSC_01106","3920748"
"SAOUHSC_01107","3920749"
"SAOUHSC_01108","3920750"
"SAOUHSC_01109","3920751"
"SAOUHSC_01110","3920752"
"SAOUHSC_01111","3920753"
"SAOUHSC_01112","3920754"
"SAOUHSC_01113","3920755"
"SAOUHSC_01114","3920717"
"SAOUHSC_01115","3920718"
"SAOUHSC_01118","3920719"
"gene-SAOUHSC_A01079",NA
"SAOUHSC_01119","3920720"
"gene-SAOUHSC_A01081",NA
"SAOUHSC_01120","3920721"
"SAOUHSC_01121","3920722"
"SAOUHSC_01122","3920723"
"SAOUHSC_01123","3920724"
"SAOUHSC_01124","3920725"
"SAOUHSC_01125","3920726"
"SAOUHSC_01127","3920727"
"SAOUHSC_01128","3920728"
"SAOUHSC_01129","3920729"
"SAOUHSC_01130","3920730"
"SAOUHSC_01131","3920731"
"SAOUHSC_01133","3920732"
"SAOUHSC_01134","3920733"
"gene-SAOUHSC_T0006",NA
"SAOUHSC_01135","3920734"
"SAOUHSC_01136","3920735"
"SAOUHSC_01137","3920697"
"SAOUHSC_01138","3920698"
"SAOUHSC_01139","3920699"
"SAOUHSC_01140","3920700"
"SAOUHSC_01141","3920701"
"SAOUHSC_01142","3920702"
"SAOUHSC_01143","3920703"
"SAOUHSC_01144","3920704"
"SAOUHSC_01145","3920705"
"SAOUHSC_01146","3920706"
"SAOUHSC_01147","3920707"
"SAOUHSC_01148","3920708"
"SAOUHSC_01149","3920709"
"SAOUHSC_01150","3920710"
"SAOUHSC_01152","3920711"
"SAOUHSC_01153","3920712"
"SAOUHSC_01154","3920713"
"SAOUHSC_01155","3920714"
"SAOUHSC_01156","3920715"
"SAOUHSC_01158","3920716"
"SAOUHSC_01159","3920911"
"SAOUHSC_01160","3920912"
"SAOUHSC_01161","3920913"
"SAOUHSC_01162","3920914"
"SAOUHSC_01163","3920915"
"SAOUHSC_01164","3920916"
"SAOUHSC_01165","3920917"
"SAOUHSC_01166","3920918"
"SAOUHSC_01168","3920919"
"SAOUHSC_01169","3920920"
"SAOUHSC_01170","3920921"
"SAOUHSC_01171","3920922"
"SAOUHSC_01172","3920923"
"SAOUHSC_01173","3920924"
"SAOUHSC_01174","3920925"
"SAOUHSC_01175","3920926"
"SAOUHSC_01176","3920927"
"SAOUHSC_01177","3920928"
"SAOUHSC_01178","3920929"
"SAOUHSC_01179","3919312"
"SAOUHSC_01180","3919313"
"SAOUHSC_01181","3919314"
"SAOUHSC_01182","3919315"
"SAOUHSC_01183","3919316"
"SAOUHSC_01184","3919317"
"SAOUHSC_01185","3919318"
"SAOUHSC_01186","3919319"
"SAOUHSC_01187","3919320"
"SAOUHSC_01188","3919321"
"SAOUHSC_01189","3919322"
"SAOUHSC_01190","3919323"
"SAOUHSC_01191","3919324"
"SAOUHSC_01192","3919325"
"SAOUHSC_01193","3919326"
"SAOUHSC_01194","3919327"
"SAOUHSC_01196","3919328"
"SAOUHSC_01197","3919329"
"SAOUHSC_01198","3919330"
"SAOUHSC_01199","3919331"
"SAOUHSC_01200","3919467"
"SAOUHSC_01201","3919468"
"SAOUHSC_01203","3919469"
"SAOUHSC_01204","3919470"
"SAOUHSC_01205","3919471"
"SAOUHSC_01206","3919472"
"SAOUHSC_01207","3919473"
"SAOUHSC_01208","3919474"
"SAOUHSC_01209","3919475"
"SAOUHSC_01210","3919476"
"SAOUHSC_01211","3919477"
"SAOUHSC_01212","3919478"
"SAOUHSC_01213","3919479"
"SAOUHSC_01214","3919480"
"SAOUHSC_01215","3919481"
"SAOUHSC_01216","3919482"
"SAOUHSC_01218","3919483"
"SAOUHSC_01219","3919484"
"SAOUHSC_01220","3919485"
"SAOUHSC_01221","3920249"
"SAOUHSC_01222","3920250"
"SAOUHSC_01223","3920251"
"SAOUHSC_01224","3920252"
"SAOUHSC_01225","3920253"
"SAOUHSC_01226","3920254"
"SAOUHSC_01228","3920255"
"SAOUHSC_01230","3920256"
"SAOUHSC_01232","3920257"
"SAOUHSC_01233","3920258"
"SAOUHSC_01234","3920259"
"SAOUHSC_01235","3920260"
"SAOUHSC_01236","3920261"
"SAOUHSC_01237","3920262"
"SAOUHSC_01238","3920263"
"SAOUHSC_01239","3920264"
"SAOUHSC_01240","3920265"
"SAOUHSC_01241","3920266"
"SAOUHSC_01242","3920267"
"SAOUHSC_01243","3920268"
"SAOUHSC_01244","3919975"
"SAOUHSC_01245","3919976"
"SAOUHSC_01246","3919977"
"SAOUHSC_01247","3919978"
"SAOUHSC_01248","3919979"
"SAOUHSC_01249","3919980"
"SAOUHSC_01250","3919981"
"SAOUHSC_01251","3919982"
"SAOUHSC_01252","3919983"
"SAOUHSC_01253","3919984"
"SAOUHSC_01254","3919985"
"SAOUHSC_01255","3919986"
"SAOUHSC_01256","3919987"
"SAOUHSC_01257","3919988"
"SAOUHSC_01258","3919989"
"SAOUHSC_01259","3919990"
"SAOUHSC_01260","3919991"
"SAOUHSC_01261","3919992"
"SAOUHSC_01262","3919993"
"SAOUHSC_01263","3919916"
"SAOUHSC_01264","3919917"
"SAOUHSC_01265","3919918"
"SAOUHSC_01266","3919919"
"SAOUHSC_01267","3919920"
"SAOUHSC_01268","3919921"
"SAOUHSC_01269","3919922"
"SAOUHSC_01270","3919923"
"SAOUHSC_01271","3919924"
"SAOUHSC_01272","3919925"
"SAOUHSC_01273","3919926"
"SAOUHSC_01274","3919927"
"SAOUHSC_01275","3919928"
"SAOUHSC_01276","3919929"
"SAOUHSC_01278","3919930"
"SAOUHSC_01279","3919931"
"SAOUHSC_01280","3919932"
"SAOUHSC_01281","3919933"
"SAOUHSC_01282","3919934"
"SAOUHSC_01283","3919935"
"SAOUHSC_01284","3920171"
"SAOUHSC_01285","3920172"
"SAOUHSC_01287","3920173"
"SAOUHSC_01288","3920174"
"SAOUHSC_01289","3920175"
"SAOUHSC_01290","3920176"
"SAOUHSC_01291","3920177"
"SAOUHSC_01292","3920178"
"SAOUHSC_01293","3920179"
"SAOUHSC_01294","3920180"
"SAOUHSC_01295","3920181"
"SAOUHSC_01296","3920182"
"SAOUHSC_01297","3920183"
"SAOUHSC_01298","3920184"
"SAOUHSC_01299","3920185"
"SAOUHSC_01300","3920186"
"SAOUHSC_01301","3920187"
"SAOUHSC_01302","3920188"
"SAOUHSC_01303","3920189"
"SAOUHSC_01304","3920131"
"SAOUHSC_01305","3920132"
"SAOUHSC_01306","3920133"
"SAOUHSC_01307","3920134"
"SAOUHSC_01309","3920135"
"SAOUHSC_01310","3920136"
"SAOUHSC_01311","3920137"
"SAOUHSC_01312","3920138"
"SAOUHSC_01313","3920139"
"SAOUHSC_01314","3920140"
"SAOUHSC_01315","3920141"
"SAOUHSC_01316","3920142"
"SAOUHSC_01317","3920143"
"SAOUHSC_01318","3920144"
"SAOUHSC_01319","3920145"
"SAOUHSC_01320","3920146"
"SAOUHSC_01321","3920147"
"SAOUHSC_01322","3920148"
"SAOUHSC_01323","3920149"
"SAOUHSC_01324","3920150"
"SAOUHSC_01325","3920190"
"SAOUHSC_01326","3920191"
"SAOUHSC_01327","3920192"
"SAOUHSC_01328","3920193"
"SAOUHSC_01329","3920194"
"SAOUHSC_01330","3920195"
"SAOUHSC_01331","3920196"
"SAOUHSC_01332","3920197"
"SAOUHSC_01333","3920198"
"SAOUHSC_01334","3920199"
"SAOUHSC_01336","3920200"
"SAOUHSC_01337","3920201"
"SAOUHSC_01338","3920202"
"SAOUHSC_01339","3920203"
"SAOUHSC_01340","3920204"
"SAOUHSC_01341","3920205"
"SAOUHSC_01342","3920206"
"SAOUHSC_01343","3920207"
"SAOUHSC_01344","3920208"
"SAOUHSC_01346","3920052"
"SAOUHSC_01347","3920053"
"SAOUHSC_01348","3920054"
"SAOUHSC_01349","3920055"
"SAOUHSC_01350","3920056"
"SAOUHSC_01351","3920057"
"SAOUHSC_01352","3920058"
"SAOUHSC_01353","3920059"
"SAOUHSC_01354","3920060"
"SAOUHSC_01356","3920061"
"SAOUHSC_01357","3920062"
"SAOUHSC_01358","3920063"
"SAOUHSC_01359","3920064"
"SAOUHSC_01360","3920065"
"SAOUHSC_01361","3920066"
"SAOUHSC_01362","3920067"
"SAOUHSC_01363","3920068"
"SAOUHSC_01364","3920069"
"SAOUHSC_01365","3920070"
"SAOUHSC_01366","3920071"
"SAOUHSC_01367","3920776"
"SAOUHSC_01368","3920777"
"SAOUHSC_01369","3920778"
"SAOUHSC_01370","3920779"
"SAOUHSC_01371","3920780"
"SAOUHSC_01372","3920781"
"SAOUHSC_01373","3920782"
"SAOUHSC_01374","3920783"
"SAOUHSC_01375","3920784"
"SAOUHSC_01376","3920785"
"SAOUHSC_01377","3920786"
"SAOUHSC_01378","3920787"
"SAOUHSC_01379","3920788"
"SAOUHSC_01380","3920789"
"SAOUHSC_01381","3920790"
"SAOUHSC_01382","3920791"
"SAOUHSC_01383","3920792"
"SAOUHSC_01384","3920793"
"SAOUHSC_01385","3920794"
"SAOUHSC_01386","3920677"
"SAOUHSC_01387","3920678"
"SAOUHSC_01388","3920679"
"SAOUHSC_01389","3920680"
"gene-SAOUHSC_A01332",NA
"SAOUHSC_01390","3920681"
"SAOUHSC_01391","3920682"
"SAOUHSC_01392","3920683"
"SAOUHSC_01394","3920684"
"SAOUHSC_01395","3920685"
"SAOUHSC_01396","3920686"
"SAOUHSC_01397","3920687"
"SAOUHSC_01398","3920688"
"SAOUHSC_01399","3920689"
"SAOUHSC_01400","3920690"
"SAOUHSC_01401","3920691"
"SAOUHSC_01402","3920692"
"SAOUHSC_01403","3920693"
"SAOUHSC_01404","3920694"
"SAOUHSC_01405","3920695"
"SAOUHSC_01406","3920696"
"SAOUHSC_01407","3920639"
"SAOUHSC_01408","3920640"
"SAOUHSC_01409","3920641"
"SAOUHSC_01410","3920642"
"SAOUHSC_01411","3920643"
"SAOUHSC_01412","3920644"
"SAOUHSC_01413","3920645"
"SAOUHSC_01414","3920646"
"SAOUHSC_01415","3920647"
"SAOUHSC_01416","3920648"
"SAOUHSC_01418","3920649"
"SAOUHSC_01419","3920650"
"SAOUHSC_01420","3920651"
"SAOUHSC_01421","3920652"
"SAOUHSC_01422","3920653"
"SAOUHSC_01423","3920654"
"SAOUHSC_01424","3920655"
"SAOUHSC_01425","3920656"
"SAOUHSC_01427","3920657"
"SAOUHSC_01428","3920209"
"SAOUHSC_01429","3920210"
"SAOUHSC_01430","3920211"
"SAOUHSC_01431","3920212"
"SAOUHSC_01432","3920213"
"SAOUHSC_01433","3920214"
"SAOUHSC_01434","3920215"
"SAOUHSC_01435","3920216"
"SAOUHSC_01436","3920217"
"SAOUHSC_01437","3920218"
"SAOUHSC_01438","3920219"
"SAOUHSC_01439","3920220"
"SAOUHSC_01440","3920221"
"SAOUHSC_01441","3920222"
"SAOUHSC_01442","3920223"
"SAOUHSC_01443","3920224"
"SAOUHSC_01447","3920225"
"SAOUHSC_01448","3920226"
"SAOUHSC_01450","3920227"
"SAOUHSC_01451","3920228"
"SAOUHSC_01452","3919897"
"SAOUHSC_01454","3919898"
"SAOUHSC_01455","3919899"
"SAOUHSC_01456","3919900"
"SAOUHSC_01458","3919901"
"SAOUHSC_01459","3919902"
"SAOUHSC_01460","3919903"
"SAOUHSC_01462","3919904"
"SAOUHSC_01463","3919905"
"SAOUHSC_01464","3919906"
"SAOUHSC_01465","3919907"
"SAOUHSC_01466","3919908"
"SAOUHSC_01467","3919909"
"SAOUHSC_01468","3919910"
"SAOUHSC_01469","3919911"
"SAOUHSC_01470","3919912"
"SAOUHSC_01471","3919913"
"SAOUHSC_01472","3919914"
"SAOUHSC_01473","3919915"
"SAOUHSC_01474","3920229"
"SAOUHSC_01475","3920230"
"SAOUHSC_01476","3920231"
"SAOUHSC_01477","3920232"
"SAOUHSC_01478","3920233"
"SAOUHSC_01479","3920234"
"SAOUHSC_01480","3920235"
"SAOUHSC_01481","3920236"
"SAOUHSC_01482","3920237"
"SAOUHSC_01483","3920238"
"SAOUHSC_01484","3920239"
"SAOUHSC_01485","3920240"
"SAOUHSC_01486","3920241"
"SAOUHSC_01487","3920242"
"SAOUHSC_01488","3920243"
"SAOUHSC_01489","3920244"
"SAOUHSC_01490","3920245"
"SAOUHSC_01491","3920246"
"SAOUHSC_01492","3920247"
"SAOUHSC_01493","3920248"
"gene-SAOUHSC_A01436",NA
"SAOUHSC_01494","3919038"
"SAOUHSC_01495","3919039"
"SAOUHSC_01496","3919040"
"SAOUHSC_01497","3919041"
"SAOUHSC_01499","3919042"
"SAOUHSC_01500","3919043"
"SAOUHSC_01501","3919044"
"SAOUHSC_01502","3919045"
"SAOUHSC_01503","3919046"
"SAOUHSC_01504","3919047"
"SAOUHSC_01505","3919048"
"SAOUHSC_01507","3919049"
"SAOUHSC_01508","3919050"
"SAOUHSC_01510","3919051"
"SAOUHSC_01511","3919052"
"SAOUHSC_01512","3919053"
"SAOUHSC_01513","3919054"
"SAOUHSC_01514","3919055"
"gene-SAOUHSC_A01455",NA
"SAOUHSC_01515","3919056"
"SAOUHSC_01516","3920619"
"SAOUHSC_01517","3920620"
"SAOUHSC_01518","3920621"
"SAOUHSC_01519","3920622"
"SAOUHSC_01520","3920623"
"SAOUHSC_01521","3920624"
"SAOUHSC_01522","3920625"
"SAOUHSC_01523","3920626"
"SAOUHSC_01524","3920627"
"SAOUHSC_01525","3920628"
"SAOUHSC_01526","3920629"
"SAOUHSC_01527","3920630"
"SAOUHSC_01528","3920631"
"SAOUHSC_01529","3920632"
"SAOUHSC_01530","3920633"
"SAOUHSC_01531","3920634"
"SAOUHSC_01532","3920635"
"SAOUHSC_01533","3920636"
"SAOUHSC_01535","3920637"
"SAOUHSC_01536","3920638"
"SAOUHSC_01537","3920580"
"SAOUHSC_01538","3920581"
"SAOUHSC_01539","3920582"
"SAOUHSC_01540","3920583"
"SAOUHSC_01541","3920584"
"SAOUHSC_01542","3920585"
"SAOUHSC_01543","3920586"
"SAOUHSC_01544","3920587"
"SAOUHSC_01545","3920588"
"SAOUHSC_01546","3920589"
"SAOUHSC_01547","3920590"
"SAOUHSC_01548","3920591"
"SAOUHSC_01549","3920592"
"SAOUHSC_01550","3920593"
"SAOUHSC_01551","3920594"
"SAOUHSC_01552","3920595"
"SAOUHSC_01553","3920596"
"SAOUHSC_01554","3920597"
"SAOUHSC_01555","3920598"
"SAOUHSC_01556","3920151"
"SAOUHSC_01557","3920152"
"SAOUHSC_01558","3920153"
"SAOUHSC_01559","3920154"
"SAOUHSC_01560","3920155"
"SAOUHSC_01561","3920156"
"SAOUHSC_01562","3920157"
"SAOUHSC_01563","3920158"
"SAOUHSC_01565","3920159"
"SAOUHSC_01566","3920160"
"SAOUHSC_01567","3920161"
"SAOUHSC_01568","3920162"
"SAOUHSC_01569","3920163"
"SAOUHSC_01570","3920164"
"SAOUHSC_01571","3920165"
"SAOUHSC_01572","3920166"
"SAOUHSC_01573","3920167"
"SAOUHSC_01574","3920168"
"gene-SAOUHSC_A01514",NA
"SAOUHSC_01575","3920169"
"SAOUHSC_01576","3920170"
"SAOUHSC_01577","3919994"
"SAOUHSC_01578","3919995"
"SAOUHSC_01579","3919996"
"SAOUHSC_01580","3919997"
"SAOUHSC_01582","3919998"
"SAOUHSC_01583","3919999"
"SAOUHSC_01584","3920000"
"SAOUHSC_01585","3920001"
"SAOUHSC_01586","3920002"
"SAOUHSC_01587","3920003"
"SAOUHSC_01588","3920004"
"SAOUHSC_01589","3920005"
"SAOUHSC_01590","3920006"
"SAOUHSC_01591","3920007"
"SAOUHSC_01592","3920008"
"SAOUHSC_01593","3920009"
"SAOUHSC_01594","3920010"
"SAOUHSC_01595","3920011"
"SAOUHSC_01596","3920012"
"SAOUHSC_01597","3920013"
"SAOUHSC_01598","3920014"
"SAOUHSC_01599","3920015"
"SAOUHSC_01600","3920016"
"SAOUHSC_01601","3920017"
"SAOUHSC_01602","3920018"
"SAOUHSC_01603","3920019"
"SAOUHSC_01604","3920020"
"SAOUHSC_01605","3920021"
"SAOUHSC_01606","3920022"
"SAOUHSC_01607","3920023"
"SAOUHSC_01608","3920024"
"SAOUHSC_01609","3920025"
"SAOUHSC_01610","3920026"
"SAOUHSC_01611","3920027"
"SAOUHSC_01612","3920028"
"SAOUHSC_01613","3920029"
"SAOUHSC_01614","3920030"
"SAOUHSC_01615","3920031"
"SAOUHSC_01617","3920032"
"SAOUHSC_01618","3919956"
"SAOUHSC_01619","3919957"
"SAOUHSC_01620","3919958"
"SAOUHSC_01621","3919959"
"SAOUHSC_01622","3919960"
"SAOUHSC_01623","3919961"
"SAOUHSC_01624","3919962"
"SAOUHSC_01625","3919963"
"SAOUHSC_01626","3919964"
"SAOUHSC_01627","3919965"
"SAOUHSC_01628","3919966"
"SAOUHSC_01629","3919967"
"SAOUHSC_01630","3919968"
"SAOUHSC_01632","3919969"
"SAOUHSC_01633","3919970"
"SAOUHSC_01634","3919971"
"SAOUHSC_01635","3919972"
"SAOUHSC_01636","3919973"
"SAOUHSC_01637","3919974"
"SAOUHSC_01638","3920091"
"SAOUHSC_01639","3920092"
"SAOUHSC_01640","3920093"
"SAOUHSC_01641","3920094"
"SAOUHSC_01643","3920095"
"SAOUHSC_01644","3920096"
"SAOUHSC_01645","3920097"
"SAOUHSC_01646","3920098"
"SAOUHSC_01647","3920099"
"SAOUHSC_01648","3920100"
"SAOUHSC_01649","3920101"
"SAOUHSC_01650","3920102"
"SAOUHSC_01651","3920103"
"SAOUHSC_01652","3920104"
"SAOUHSC_01653","3920105"
"SAOUHSC_01655","3920106"
"SAOUHSC_01656","3920107"
"SAOUHSC_01657","3920108"
"SAOUHSC_01658","3920109"
"SAOUHSC_01659","3920110"
"SAOUHSC_01660","3920072"
"SAOUHSC_01661","3920073"
"SAOUHSC_01662","3920074"
"SAOUHSC_01663","3920075"
"SAOUHSC_01664","3920076"
"SAOUHSC_01665","3920077"
"SAOUHSC_01666","3920078"
"SAOUHSC_01667","3920079"
"SAOUHSC_01668","3920080"
"SAOUHSC_01669","3920081"
"SAOUHSC_01670","3920082"
"SAOUHSC_01671","3920083"
"SAOUHSC_01672","3920084"
"SAOUHSC_01673","3920085"
"SAOUHSC_01675","3920086"
"SAOUHSC_01676","3920087"
"SAOUHSC_01677","3920088"
"SAOUHSC_01678","3920089"
"SAOUHSC_01679","3920090"
"SAOUHSC_01680","3921792"
"SAOUHSC_01681","3921793"
"SAOUHSC_01682","3921794"
"SAOUHSC_01683","3921795"
"SAOUHSC_01684","3921796"
"SAOUHSC_01685","3921797"
"SAOUHSC_01686","3921798"
"SAOUHSC_01687","3921799"
"SAOUHSC_01688","3921800"
"SAOUHSC_01689","3921801"
"SAOUHSC_01690","3921802"
"SAOUHSC_01691","3921803"
"SAOUHSC_01692","3921804"
"SAOUHSC_01693","3921805"
"SAOUHSC_01694","3921806"
"SAOUHSC_01695","3921807"
"SAOUHSC_01696","3921808"
"SAOUHSC_01697","3921809"
"SAOUHSC_01698","3921810"
"SAOUHSC_01699","3921811"
"SAOUHSC_01700","3921090"
"SAOUHSC_01701","3921091"
"SAOUHSC_01702","3921092"
"SAOUHSC_01703","3921093"
"SAOUHSC_01704","3921094"
"SAOUHSC_01705","3921095"
"SAOUHSC_01706","3921096"
"SAOUHSC_01707","3921097"
"SAOUHSC_01708","3921098"
"SAOUHSC_01709","3921099"
"SAOUHSC_01710","3921100"
"SAOUHSC_01711","3921101"
"SAOUHSC_01712","3921102"
"SAOUHSC_01714","3921103"
"SAOUHSC_01715","3921104"
